id,species,common_name
NC_027239.1,Liza macrolepis voucher 321,
NC_029152.1,Pampus cinereus voucher ECSFRI-HC01,
NC_033933.1,Lythrurus fumeus,
NC_044432.1,Fundulopanchax amieti strain C89/31,
NC_044745.1,Hemiscyllium ocellatum,
NC_061044.1,Oxycheilinus unifasciatus,
NC_063618.1,Serranus papilionaceus,
NC_026875.1,Tamiops swinhoei,
NC_036321.1,Myotis leibii,
NC_040991.1,Yuhina nigrimenta,
NC_056272.1,Rana uenoi,
NC_025336.1,Rasbora trilineata,
NC_065690.1,Phyllostomus discolor voucher QCAZ:18297,
NC_029880.1,Elagatis bipinnulata,
NC_063530.1,Sillago panhwari,
NC_008548.1,Micrastur gilvicollis,
NC_050014.1,Sciurus nayaritensis voucher MSB47449,
NC_011199.1,Halichoeres trimaculatus,
NC_012681.1,Coelodonta antiquitatis,
NC_022424.1,Lophostoma silvicolum,
NC_024101.1,Isurus paucus,
NC_003186.1,Rondeletia loricata,
NC_028625.1,Castor fiber complete,
NC_027278.1,Ictidomys tridecemlineatus,
NC_037783.1,Toromys rhipidurus,
NC_050000.1,Darevskia praticola,
NC_053085.1,Onychorhynchus coronatus,
NC_070390.1,Knodus borki,
NC_051941.1,Squalidus longifilis,
NC_057047.1,Neoraja iberica,
NC_020151.1,Lampadena atlantica,
NC_035597.1,Reithrodontomys mexicanus,
NC_044444.1,Fundulopanchax sjostedti strain Niger Delta,
NC_010640.1,Capricornis swinhoei,
NC_044964.1,Rhinogobius leavelli,
NC_008743.1,Gymnogobius petschiliensis,
NC_033549.1,Retroculus lapidifer,
NC_009868.1,Coreoperca kawamebari,
NC_020349.1,Helicolenus avius,
NC_044771.1,Pristolepis rubripinnis,
NC_008156.1,Galemys pyrenaicus,
NC_003175.1,Elassoma evergladei,
NC_028630.1,Hexagrammos otakii,
NC_066506.1,Argyrops bleekeri,
NC_012433.1,Blanus cinereus,
NC_046915.1,Megaerops niphanae isolate NLN25,
NC_006305.1,Uraeotyphlus cf. oxyurus MW-212,
NC_021473.1,Onychostoma alticorpus,
NC_026221.1,Bangana decora,
NC_023376.1,Rita rita,
NC_064329.1,Eremias scripta voucher kzl15,
NC_044460.1,Nothobranchius foerschi strain Soga,
NC_009062.1,Neolamprologus brichardi,
NC_065086.1,Zelotomys hildegardeae voucher TA233,
NC_006330.1,Ambystoma laterale,
NC_031546.1,Syncrossus beauforti,
NC_036672.1,Thryssa hamiltonii,
NC_049862.1,Oreolalax omeimontis,
NC_066827.1,Percina kusha,
NC_014269.1,Anchoviella sp. LBP 2297,
NC_021442.1,Megachasma pelagios,
NC_025606.1,Chlorophanes spiza,
NC_026090.1,Palaeopropithecus ingens,
NC_057493.1,Cobitis macrostigma,
NC_027827.1,Odorrana schmackeri,
NC_046485.1,Hydrictis maculicollis,
NC_015746.1,Amphilius sp. NM-2010,
NC_007630.1,Dasyurus hallucatus,
NC_021451.1,Microphysogobio alticorpus,
NC_026709.1,Sinobdella sinensis,
NC_026794.1,Colisa fasciata,
NC_027828.1,Mungotictis decemlineata,
NC_035428.1,Pseudogobius fulvicaudus,
NC_044456.1,Epiplatys grahami,
NC_044716.1,Luciogobius elongatus,
NC_026548.1,Crossoptilon mantchuricum voucher 11798,
NC_042414.1,Montifringilla henrici,
NC_054262.1,Notropis jemezanus voucher SNARRC18-114,
NC_065499.1,Syngnathus scovelli,
NC_037941.1,Mylodon darwinii voucher NHMUK:PV M8758,
NC_011937.1,Melichthys vidua,
NC_024937.1,Zapteryx exasperata,
NC_027164.1,Coreoperca herzi,
NC_028717.1,Centropyge acanthops voucher 424,
NC_033901.1,Bolbometopon muricatum,
NC_033937.1,Nocomis asper,
NC_036997.1,Mesoplodon stejnegeri voucher CRI000090,
NC_058284.1,Paranemachilus genilepis,
NC_000879.1,Smithornis sharpei,
NC_031669.1,Oxyeleotris marmorata,
NC_061569.1,Kerivoula minuta voucher MZF1976,
NC_014861.1,Rattus tunneyi,
NC_000889.1,Hippopotamus amphibius,
NC_023946.1,Ciconia nigra,
NC_029325.1,Tamiops maritimus,
NC_013181.1,Enoplosus armatus,
NC_031619.1,Barbodes aurotaeniatus,
NC_035564.1,Microcebus jollyae isolate KIAN3.2,
NC_041121.1,Dendrocopos canicapillus,
NC_053797.1,Grammomys dolichurus voucher TM39838,
NC_007399.1,Python regius,
NC_028416.1,Acanthorhodeus gracilis,
NC_029389.1,Priacanthus tayenus,
NC_050001.1,Darevskia raddei,
NC_020748.1,Tragelaphus angasii isolate MBP15,
NC_031570.1,Chrosomus erythrogaster,
NC_036330.1,Tadarida teniotis,
NC_015790.1,Triturus cristatus,
NC_028566.1,Dasypus kappleri voucher ISEM_T-3365,
NC_056768.1,Crocidura russula,
NC_011931.1,Paramonacanthus choirocephalus,
NC_021412.1,Protobothrops mucrosquamatus,
NC_024599.1,Pavoraja nitida isolate GN2574,
NC_036419.1,Rhinolophus yunnanensis,
NC_063873.1,Rasbora cephalotaenia voucher BIF5674,
NC_044451.1,Aphyosemion australe strain gold,
NC_016060.1,Apodemus peninsulae,
NC_023525.1,Himantura granulata,
NC_031868.1,Columba jouyi,
NC_069976.1,Enteromius thysi,
NC_028276.1,Noturus taylori voucher LodgeLab Ntaylori_1,
NC_034653.1,Hemilepidotus gilberti,
NC_050664.1,Tropidophorus hangnam,
NC_053096.1,Daphoenositta chrysoptera,
NC_060588.1,Sarda orientalis voucher USNM 445533,
NC_004570.1,Ciona savignyi,
NC_028736.1,Acheilognathus majusculus,
NC_001626.1,Petromyzon marinus,
NC_013581.1,Conocara macropterum,
NC_004597.1,Platytroctes apus,
NC_024238.1,Poecilia reticulata,
NC_033548.1,Rocio octofasciata,
NC_056781.1,Moenkhausia sanctaefilomenae,
NC_025771.1,Choerodon schoenleinii,
NC_018368.1,Hemitheconyx caudicinctus,
NC_034340.1,Uranoscopus japonicus,
NC_050030.1,Microsciurus flaviventer voucher AMNH272819,
NC_018776.1,Xenopus borealis,
NC_022722.1,Hippocampus erectus,
NC_024285.1,Aseraggodes kobensis,
NC_028501.1,Bradypus variegatus voucher MVZ_155186,
NC_004386.1,Hypoatherina tsurugae,
NC_021405.1,Plectropomus areolatus,
NC_026229.1,Lagocephalus suezensis,
NC_027241.1,Aethopyga gouldiae,
NC_030766.1,Periophthalmodon schlosseri,
NC_005212.1,Acinonyx jubatus,
NC_065681.1,Artibeus hartii voucher QCAZ:18229,
NC_005959.1,Shinisaurus crocodilurus,
NC_051469.1,Nesospiza acunhae,
NC_008135.1,Petaurus breviceps,
NC_010304.1,Eremitalpa granti,
NC_026789.1,Nanorana parkeri,
NC_034002.1,Lagopus muta voucher UWBM 51660,
NC_000834.1,Branchiostoma floridae,
NC_064993.1,Sorex thibetanus isolate XNST-01,
NC_066236.1,Varanus rudicollis,
NC_060323.1,Abramites hypselonotus,
NC_012834.1,Leiocephalus personatus,
NC_027949.1,Poecilia formosa,
NC_030603.1,Copsychus saularis voucher HS15011,
NC_065676.1,Anoura geoffroyi voucher QCAZ:18218,
NC_021605.1,Pseudecheneis sulcata,
NC_052825.1,Crypturellus cinnamomeus,
NC_059774.1,Mesalina olivieri voucher UJ-Lac-50,
NC_060993.1,Narke japonica,
NC_062674.1,Treron sphenurus,
NC_022490.1,Nesiarchus nasutus,
NC_053814.1,Thallomys paedulcus voucher TM41047,
NC_024752.1,Anabas testudineus,
NC_026553.1,Gloydius ussuriensis,
NC_027945.1,Microtus ochrogaster,
NC_028186.1,Garrulax sannio voucher GSAN20150704V3,
NC_038219.1,Bubo bubo isolate D166,
NC_039396.1,Ixos mcclellandii,
NC_061952.1,Dryobates minor,
NC_005314.1,Jaculus jaculus,
NC_003191.1,Antigonia capros,
NC_063119.1,Liparis bathyarcticus,
NC_053075.1,Neopipo cinnamomea,
NC_002626.1,Chalinolobus tuberculatus,
NC_013990.1,Leptodeira septentrionalis polysticta,
NC_008420.1,Arctocephalus townsendi,
NC_007891.1,Parakneria cameronensis,
NC_026068.1,Garrulax perspicillatus,
NC_015793.1,Nerodia sipedon,
NC_015811.1,Bunocephalus coracoideus,
NC_023228.1,Paraplagusia blochii,
NC_070072.1,Dysalotus oligoscolus,
NC_021943.1,Cercocebus chrysogaster,
NC_052780.1,Stercorarius parasiticus,
NC_012827.1,Oplurus grandidieri,
NC_015372.1,Canthigaster jactator,
NC_022946.1,Osteochilus nashii,
NC_024873.1,Malurus melanocephalus voucher AMNH Lab1109,
NC_013071.1,Ictiobus bubalus,
NC_022489.1,Sphyraena japonica,
NC_024039.1,Epinephelus tukula,
NC_048490.1,Marmota vancouverensis,
NC_068250.1,Oreonectes polystigmus,
NC_006689.1,Bombina orientalis,
NC_022508.1,Echeneis naucrates,
NC_039770.1,Geospiza magnirostris,
NC_007703.1,Rangifer tarandus,
NC_015836.1,Distichodus sexfasciatus,
NC_004600.1,Opisthoproctus soleatus,
NC_059780.1,Algyroides nigropunctatus voucher MV.LAC-231,
NC_021133.1,Epinephelus stictus,
NC_034296.1,Glaucidium cuculoides,
NC_028440.1,Lacerta bilineata,
NC_005960.1,Sceloporus occidentalis,
NC_006341.1,Gyrinophilus porphyriticus,
NC_040957.1,Acanthopagrus schlegelii x Pagrus major,
NC_052782.1,Hydrobates tethys,
NC_065677.1,Carollia castanea voucher QCAZ:18219,
NC_007888.1,Mantella madagascariensis,
NC_019585.1,Apodemus latronum,
NC_015082.1,Hiodon tergisus,
NC_023263.1,Meriones unguiculatus,
NC_031564.1,Tampichthys ipni,
NC_035064.1,Amblygaster sirm,
NC_068690.1,Limnonectes khasianus voucher 11101712,
NC_013270.1,Quasipaa spinosa,
NC_006922.1,Pogona vitticeps voucher Kumazawa lab collection,
NC_013863.1,Rhynchactis macrothrix,
NC_027453.1,Hylocharis cyanus,
NC_014404.1,Hapalogenys nigripinnis,
NC_035599.1,Isthmomys pirrensis,
NC_008080.1,Pachyhynobius shangchengensis,
NC_039536.1,Paradoxornis gularis,
NC_049035.1,Allactaga williamsi voucher 484,
NC_065304.1,Propithecus candidus voucher JAR3.7,
NC_023446.1,Cynoglossus itinus,
NC_026078.1,Brachirus orientalis,
NC_042213.1,Channa punctata,
NC_066225.1,Rhinella marina isolate ERS2169570,
NC_008125.1,Lophiomus setigerus,
NC_012715.1,Xenomystus nigri,
NC_007441.1,Pantholops hodgsonii,
NC_034306.1,Rhinolophus thomasi,
NC_061372.1,Phascolosorex doriae,
NC_025941.1,Oedalechilus labiosus,
NC_049128.1,Oryzias celebensis,
NC_011174.1,Menidia menidia,
NC_015527.1,Rasbora daniconius,
NC_020001.1,Sooglossus thomasseti,
NC_029330.1,Triplophysa venusta,
NC_030285.1,Heliodoxa aurescens,
NC_034350.1,Nibea mitsukurii,
NC_057484.1,Porocottus allisi isolate PAL3,
NC_008223.1,Squalogadus modificatus,
NC_021621.1,Ficedula albicollis,
NC_028022.1,Chirolophis japonicus,
NC_034728.1,Lepilemur mittermeieri isolate DVA8.2,
NC_035148.1,Craterocephalus eyresii,
NC_035945.1,Percina crypta,
NC_060673.1,Garrulax chinensis,
NC_049118.1,Melomys burtoni voucher MZB33533,
NC_015098.1,Petrocephalus microphthalmus,
NC_026107.1,Didemnum vexillum isolate clade A,
NC_029145.1,Rhipidura fuliginosa,
NC_042684.1,Stolephorus waitei,
NC_044970.1,Astyanax giton,
NC_060628.1,Calidris subminuta,
NC_004406.1,Caranx melampygus,
NC_031870.1,Caloenas maculata,
NC_016710.1,Ethmidium maculatum,
NC_009258.1,Bombina variegata,
NC_024257.1,Pericrocotus ethologus,
NC_031424.1,Pristigenys niphonia,
NC_031568.1,Couesius plumbeus,
NC_051019.1,Pachycephala philippinensis,
NC_062376.1,Leiognathus brevirostris,
NC_009729.1,Paleosuchus palpebrosus,
NC_004599.1,Salangichthys microdon,
NC_019614.1,Rhynchocypris kumgangensis,
NC_016695.1,Microthrissa congica,
NC_004395.1,Sargocentron rubrum,
NC_018135.1,Dissostichus eleginoides,
NC_027582.1,Orestias ascotanensis,
NC_057648.1,Caranx crysos,
NC_008140.1,Podiceps cristatus,
NC_015367.1,Torquigener pleurogramma,
NC_018566.1,Puntius chalakkudiensis,
NC_029836.1,Mogera robusta,
NC_011939.1,Pseudobalistes flavimarginatus,
NC_004419.1,Polyodon spathula,
NC_006336.1,Thorius n. sp. RLM-2004,
NC_021620.1,Eleutheronema tetradactylum,
NC_026853.1,Onychodactylus zhangyapingi,
NC_015351.1,Marilyna darwinii,
NC_063689.1,Inegocia japonica voucher S113,
NC_013872.1,Lophiodes caulinaris,
NC_007402.1,Xenopeltis unicolor,
NC_010108.2,Acanthurus lineatus,
NC_063887.1,Rasbora paucisqualis voucher BIF5716,
NC_047241.1,Rhynchobatus laevis,
NC_026886.1,Oxyeleotris lineolata,
NC_031527.1,Systomus orphoides,
NC_042474.1,Myuchelys georgesi isolate Mygeo_131,
NC_063501.1,Neoniphon sammara,
NC_013886.1,Coelophrys brevicaudata,
NC_004700.1,Chalceus macrolepidotus,
NC_024539.1,Paradoxornis webbianus,
NC_026034.1,Myospalax psilurus,
NC_041638.1,Myotis frater,
NC_051505.1,Pterocryptis anomala isolate Yizhou,
NC_022428.1,Tonatia saurophila,
NC_028634.1,Lepidochelys olivacea isolate CGG-01Lol,
NC_045060.1,Rucervus duvaucelii branderi,
NC_050688.1,Ptilorrhoa caerulescens voucher B27057,
NC_051487.1,Paedocypris micromegethes voucher USMFC(95)00001,
NC_008069.1,Branchiostoma japonicum,
NC_008668.1,Acheilognathus typus,
NC_015109.1,Clupeonella cultriventris,
NC_047224.1,Anaxyrus americanus,
NC_026442.1,Dremomys rufigenis,
NC_007699.1,Testudo kleinmanni,
NC_022839.1,Nucifraga columbiana,
NC_009768.1,Agkistrodon piscivorus,
NC_015748.1,Centromochlus perugiae,
NC_031639.1,Nemacheilus pallidus,
NC_004376.1,Diplacanthopoma brachysoma,
NC_027842.1,Eclectus roratus,
NC_063704.1,Upeneus japonicus,
NC_033543.1,Bujurquina mariae,
NC_005272.1,Kogia breviceps,
NC_024726.1,Phylloscopus inornatus voucher AHU-bird20121022,
NC_035572.1,Sigmodon hispidus,
NC_008421.1,Monachus schauinslandi,
NC_027175.1,Ambastaia sidthimunki,
NC_035628.1,Vanmanenia stenosoma,
NC_051984.1,Dario dario,
NC_053080.1,Chaetops frenatus,
NC_014047.1,Symphalangus syndactylus,
NC_032037.1,Channa striata,
NC_053090.1,Cnemophilus loriae,
NC_066917.1,Archoplites interruptus,
NC_034657.1,Diodon hystrix,
NC_051004.1,Acanthisitta chloris,
NC_018546.1,Oryzias melastigma,
NC_037248.1,Stomias atriventer voucher CSULA 16-01,
NC_001644.1,Pan paniscus,
NC_065338.1,Corydoras pygmaeus,
NC_009260.1,Macrochelys temminckii,
NC_014764.2,Protopterus aethiopicus,
NC_015081.1,Heterotis niloticus,
NC_021467.1,Botrylloides nigrum,
NC_032080.1,Macrognathus pancalus,
NC_048470.1,Eremophila alpestris isolate J3,
NC_051981.1,Setipinna tenuifilis,
NC_052839.1,Cossypha semirufa isolate EB008,
NC_006340.1,Batrachoseps attenuatus,
NC_033949.1,Opsariichthys pachycephalus,
NC_007012.1,Scleropages formosus,
NC_028423.1,Bodianus oxycephalus,
NC_040858.1,Haliaeetus albicilla voucher IN1796,
NC_070195.1,Gobionotothen gibberifrons,
NC_026845.1,Lophiosilurus alexandri,
NC_057103.1,Ochotona hyperborea,
NC_003166.1,Trachipterus trachypterus,
NC_010233.1,Microhyla okinavensis,
NC_030278.1,Datnioides microlepis,
NC_051023.1,Dicaeum eximium,
NC_011175.1,Odontesthes sp. Odsp-001,
NC_026897.1,Diploprion bifasciatum,
NC_023509.1,Chthonerpeton indistinctum,
NC_011168.1,Hypselecara temporalis,
NC_008081.1,Liua tsinpaensis,
NC_008663.1,Pelecus cultratus,
NC_019665.1,Eopsaltria australis,
NC_022941.1,Garra rufa,
NC_034319.1,Hippocampus queenslandicus,
NC_037015.1,Exoglossum maxillingua isolate NEFC F17-061,
NC_053556.1,Odontaspis ferox,
NC_063494.1,Ostracion whitleyi,
NC_004408.1,Pterocaesio tile,
NC_010960.1,Sphoeroides pachygaster,
NC_013562.1,Talismania bifurcata,
NC_031331.1,Lutjanus erythropterus,
NC_009851.1,Luvarus imperialis,
NC_044434.1,Epiplatys togolensis strain Palime,
NC_004695.1,Cobitis striata,
NC_042749.1,Pantherina griselda voucher KIZ:0509579,
NC_065072.1,Hylomyscus alleni voucher R17191,
NC_015349.1,Omegophora armilla,
NC_057556.1,Microtus cabrerae,
NC_022818.1,Odontobutis sinensis,
NC_053964.1,Proteles cristata,
NC_006917.1,Jenkinsia lamprotaenia,
NC_044885.1,Xenopus longipes isolate R7959_MCZHerpetology_A_148072,
NC_008324.1,Biwia zezera,
NC_031210.1,Callospermophilus lateralis,
NC_031525.1,Probarbus jullieni,
NC_031593.1,Lepidocephalichthys guntea,
NC_040865.1,Chaetodon octofasciatus,
NC_063891.1,Rasbora semilineata voucher BIF9103,
NC_025782.1,Lepidodactylus lugubris isolate Llug1,
NC_035801.1,Circus melanoleucos,
NC_030187.1,Mystus cavasius,
NC_015347.1,Tetractenos glaber,
NC_024843.1,Quasipaa yei voucher HNNU0908I061,
NC_027191.1,Gekko chinensis,
NC_062819.1,Ailuroedus buccoides,
NC_035611.1,Peromyscus melanophrys,
NC_025283.1,Lasiopodomys mandarinus,
NC_070246.1,Plestiodon liui voucher NY089,
NC_019667.1,Petroica goodenovii,
NC_045092.1,Grammatobothus polyophthalmus isolate SCF20160427610,
NC_004592.1,Dallia pectoralis,
NC_027585.1,Holacanthus africanus voucher 275,
NC_051035.1,Pachyramphus minor,
NC_052771.1,Charadrius vociferus,
NC_037854.1,Anomaloglossus surinamensis voucher AF0585,
NC_039648.1,Bothrops pubescens,
NC_024191.1,Phycodurus eques,
NC_026867.1,Zootoca vivipara,
NC_039131.1,Oreonectes daqikongensis,
NC_059795.1,Treron curvirostra,
NC_063115.1,Atherinomorus stipes,
NC_022507.1,Pomatomus saltatrix,
NC_028544.1,Gymnodiptychus dybowskii voucher LCCKD2014,
NC_068833.1,Onychoprion fuscatus voucher NIBRGR0000652169,
NC_031597.1,Kottelatlimia pristes,
NC_039453.1,Pseudocalotes microlepis,
NC_050031.1,Microsciurus sabanillae voucher USNM581937,
NC_006299.1,Monodelphis domestica,
NC_004372.1,Aphredoderus sayanus,
NC_033960.1,Micronemacheilus cruciatus voucher CBM:ZF 12292,
NC_050049.1,Centropus bengalensis,
NC_053815.1,Golunda ellioti voucher MNHN 1999-17,
NC_022483.1,Champsodon cf. snyderi CBM-ZF 10876,
NC_026208.1,Himantura gerrardi,
NC_026774.1,Hemitriakis japanica,
NC_029140.1,Notiomystis cincta,
NC_028030.1,Conolophus subcristatus,
NC_056776.1,Niviventer fulvescens isolate DJY14005,
NC_026304.1,Pomacanthus imperator,
NC_051005.1,Tachuris rubrigastra,
NC_057570.1,Strophidon sathete,
NC_062786.1,Rhinogobius szechuanensis,
NC_066714.1,Siphateles boraxobius voucher OS 2009-IC-003 18057,
NC_007975.1,Cnemotriccus fuscatus,
NC_024947.1,Bothus pantherinus,
NC_042203.1,Etheostoma spectabile,
NC_045366.1,Saltator similis voucher UFMG<BRA>:DZ7289,
NC_046765.1,Limosa lapponica,
NC_042596.1,Conepatus chinga,
NC_010770.1,Syrmaticus reevesii,
NC_016873.1,Lasiurus borealis,
NC_015207.1,Geotrygon violacea,
NC_051008.1,Cephalopterus ornatus,
NC_054232.1,Amyda cartilaginea,
NC_006346.1,Bolitoglossa n. sp. RLM-2004,
NC_022871.1,Babina subaspera,
NC_036421.1,Saccopteryx leptura,
NC_050271.1,Caecobarbus geertsii,
NC_015653.1,Notothenia coriiceps,
NC_014341.1,Pseudopodoces humilis,
NC_015825.1,Pelochelys cantorii isolate Xiamen,
NC_035631.1,Allocebus trichotis isolate TVY7.23,
NC_037387.1,Chelodina oblonga,
NC_051552.1,Acanthorhynchus tenuirostris,
NC_037509.1,Psammomys obesus,
NC_011609.1,Podarcis siculus,
NC_006924.1,Choloepus didactylus,
NC_007397.1,Ovophis okinavensis,
NC_032397.1,Pampus minor voucher ECSFRI-ZC01,
NC_006302.1,Ichthyophis glutinosus,
NC_007598.1,Nisaetus nipalensis,
NC_027936.1,Picoides pubescens,
NC_051011.1,Sakesphorus luctuosus,
NC_063879.1,Rasbora jacobsoni voucher BIF5928,
NC_015533.1,Barilius bendelisis,
NC_019646.1,Hapalogenys analis,
NC_025918.1,Ardea intermedia,
NC_031352.1,Myadestes myadestinus,
NC_037778.1,Echimys saturnus,
NC_042762.1,Crocidura fuliginosa,
NC_053064.1,Scytalopus superciliaris,
NC_026836.1,Epigonichthys cultellus,
NC_052764.1,Centrolabrus exoletus isolate DM349,
NC_024854.1,Bidyanus bidyanus,
NC_062604.1,Pimephales tenellus isolate samp02.01,
NC_022953.1,Garra flavatra,
NC_029368.1,Periophthalmus argentilineatus,
NC_054246.1,Vormela peregusna,
NC_029223.1,Paralichthys lethostigma,
NC_007439.1,Lates calcarifer,
NC_007700.1,Malacochersus tornieri,
NC_029143.1,Philesturnus carunculatus,
NC_027499.1,Dipus sagitta,
NC_046046.1,Lycodon ruhstrati,
NC_017898.1,Sicamugil cascasia,
NC_059941.1,Torpedo marmorata,
NC_037136.1,"Macrotus californicus voucher Museum of Southwestern Biology, MSB-140888",
NC_052826.1,Nothoprocta perdicaria,
NC_057636.1,Zyzomys argurus,
NC_057243.1,Liolaemus millcayac voucher CSA 2195,
NC_029758.1,Nannopterum brasilianus,
NC_034374.1,Numida meleagris isolate 19003,
NC_012737.1,Lutjanus sebae,
NC_014670.1,Crocodylus mindorensis,
NC_007694.1,Psammobates pardalis,
NC_052011.1,Cinclosoma punctatum voucher B29240,
NC_054291.1,Esox masquinongy isolate NEFC F16-180,
NC_006405.1,Kaloula pulchra,
NC_011172.1,Xenopoecilus sarasinorum,
NC_013555.1,Herwigia kreffti,
NC_053103.1,Horornis vulcanius,
NC_058264.1,Amblyotrypauchen arctocephalus,
NC_011712.1,Todiramphus sanctus vagans,
NC_008109.1,Scomberomorus cavalla,
NC_031812.1,Eusphyra blochii,
NC_010199.1,Odontobutis platycephala,
NC_024189.1,Dactyloptena orientalis,
NC_026131.1,Episoriculus caudatus,
NC_057167.1,Inpaichthys kerri,
NC_060473.1,Jaydia carinatus,
NC_060359.1,Belligobio pengxianensis,
NC_026456.1,Neophocaena asiaeorientalis,
NC_018755.1,Koreocobitis rotundicaudata,
NC_015077.1,Ixobrychus cinnamomeus,
NC_020616.1,Pseudoryx nghetinhensis,
NC_022951.1,Osteochilus schlegelii,
NC_065494.1,Hippocampus zosterae,
NC_011307.1,Falco tinnunculus,
NC_013621.1,Facciolella oxyrhyncha,
NC_029349.1,Hippocampus kelloggi,
NC_011169.1,Ptychochromoides katria,
NC_063498.1,Gymnothorax undulatus,
NC_008128.1,Anomalops katoptron,
NC_063690.1,Upeneus sulphureus voucher S120,
NC_021454.1,Hippocampus histrix,
NC_015339.1,Polyspina piosae,
NC_026033.1,Hynobius nigrescens voucher CIB-XM3142,
NC_029437.1,Schistura geisleri voucher CBM:11528,
NC_057649.1,Pentanemus quinquarius,
NC_023368.1,Pteronotus parnellii,
NC_039135.1,Polyacanthonotus rissoanus,
NC_050988.1,Antechinus arktos voucher AA100,
NC_062624.1,Nemipterus randalli,
NC_009421.1,Chlamydosaurus kingii,
NC_028286.1,Pseudanthias dispar voucher LodgeLab Pdispar_1,
NC_014881.1,Cynoglossus abbreviatus,
NC_065342.1,Exostoma tibetanum,
NC_020717.1,Madoqua kirkii isolate SUN,
NC_031508.1,Squaliolus aliae,
NC_052722.1,Chromis notata,
NC_031642.1,Ellopostoma mystax isolate UAIC 14301.34,
NC_033922.1,Dionda episcopa,
NC_031351.1,Heteralocha acutirostris,
NC_059848.1,Turnix tanki,
NC_039444.1,Proechimys simonsi voucher FMNH:41462,
NC_022729.1,Chlamydoselachus anguineus,
NC_028560.1,Calyptophractus retusus voucher ZSM_T-Bret,
NC_045034.1,Cynoglossus senegalensis,
NC_027844.1,Myiopsitta monachus,
NC_048468.1,Squatina dumeril voucher OC-001,
NC_052811.1,Centropus unirufus,
NC_031552.1,Balantiocheilos melanopterus,
NC_022458.1,Metzia formosae,
NC_068672.1,Percopsis omiscomaycus voucher NEFC_F19-482,
NC_028205.1,Scartelaos gigas,
NC_029849.1,Myotis lucifugus,
NC_035604.1,Cheirogaleus crossleyi isolate AMB5.22,
NC_027683.1,Meriones libycus,
NC_028325.1,Himantura uarnak voucher 329,
NC_015192.1,Nymphicus hollandicus,
NC_043948.1,Dicrurus hottentottus,
NC_068729.1,Limnothrissa miodon isolate D2,
NC_013064.1,Erimyzon oblongus,
NC_015617.1,Pipa carvalhoi,
NC_021767.1,Neotrygon kuhlii,
NC_025779.1,Uroplatus fimbriatus isolate Ufim3,
NC_016987.1,Chrysochir aureus,
NC_036767.1,Iriatherina werneri,
NC_042212.1,Ompok pabda,
NC_012427.1,Chamaeleo chamaeleon,
NC_028545.1,Chaetura pelagica,
NC_034339.1,Lates japonicus,
NC_062782.1,Rhinogobius shennongensis strain 22,
NC_014879.1,Podoces hendersoni,
NC_053903.1,Paramesotriton aurantius,
NC_065160.1,Tupaia nicobarica,
NC_041197.1,Artamus cinereus,
NC_025330.1,Cricetulus longicaudatus,
NC_028420.1,Seriolina nigrofasciata,
NC_029139.1,Gerygone igata,
NC_031520.1,Aulopyge huegelii,
NC_031581.1,Micronemacheilus pulcher,
NC_045904.1,Eospalax fontanierii,
NC_053051.1,Serilophus lunatus,
NC_053060.1,Rhadina sibilatrix,
NC_065807.1,Sciurus anomalus isolate S.a_Tr.1 voucher 78,
NC_018033.1,Ithaginis cruentus,
NC_022177.1,Pristipomoides multidens,
NC_058003.1,Sinocyclocheilus punctatus,
NC_051462.1,Gymnorhina tibicen,
NC_008774.1,Coleonyx variegatus,
NC_049033.1,Sundasciurus robinsoni voucher ROM113055M,
NC_008671.1,Chromobotia macracanthus,
NC_052795.1,Aramus guarauna,
NC_014176.1,Trioceros melleri,
NC_019584.1,Apodemus draco,
NC_004401.1,Indostomus paradoxus,
NC_001892.1,Glis glis,
NC_026519.1,Mugilogobius chulae,
NC_056397.1,Etheostoma zonale isolate F18-065,
NC_065683.1,Choeroniscus minor voucher QCAZ:18233,
NC_046029.1,Corvus dauuricus,
NC_050034.1,Sciurus griseus voucher MSB40646,
NC_052803.1,Spizaetus tyrannus,
NC_023222.1,Hemibagrus spilopterus,
NC_025786.1,Chrysolampis mosquitus,
NC_068844.1,Tarletonbeania crenularis,
NC_043864.1,Amblypharyngodon mola,
NC_009059.1,Cymatogaster aggregata,
NC_009502.1,Pagellus bogaraveo,
NC_011606.1,Phoenicolacerta kulzeri,
NC_051931.1,Grammatorcynus bilineatus,
NC_023780.1,Ratufa bicolor,
NC_023507.1,Caecilia tentaculata,
NC_027501.1,Ambystoma bishopi,
NC_034333.1,Acanthocepola krusensternii,
NC_040975.1,Carpodacus rubicilloides,
NC_050298.1,Delichon urbicum,
NC_061919.1,Austroglanis gilli voucher RB14-A041,
NC_008676.1,Hypentelium nigricans,
NC_026998.1,Strongylura anastomella,
NC_027517.1,Triplophysa yarkandensis,
NC_051467.1,Aphelocoma coerulescens,
NC_067632.1,Tanichthys kuehnei,
NC_022415.1,Carcharodon carcharias,
NC_006303.1,Rhinatrema bivittatum,
NC_052798.1,Eurystomus gularis,
NC_022421.1,Brachyphylla cavernarum,
NC_029771.1,Danio albolineatus,
NC_027845.1,Nestor notabilis,
NC_008123.1,Sirembo imberbis,
NC_006398.1,Scomber scombrus,
NC_026887.1,Ophiodon elongatus isolate 467_20140002_V,
NC_030507.1,Numenius phaeopus,
