Sample name,Sample title,Public description,Collection date,Run accession,BioSample accession,fastqs,Isolation source,Experiment accession,Experiment title,Platform,Library Construction / Experimental Design,Strategy,Source,Selection,Layout,Read length for mate1(bp),Read length for mate 2(bp),download_urls,md5_checksums
Env_0817,WWS-1#-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR711159,SAMC1152978,['CRR711159.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637254,Env_0817_SE,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR711159/CRR711159.fq.gz'],['7f0eac893287c7119af178e41e78d3d9']
Env_0818,WWS-1#-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710802,SAMC1152979,['CRR710802.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637092,Env_0818,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710802/CRR710802.fq.gz'],['8130ea35e6e1e42a0582eceee3d08f6c']
Env_0818,WWS-1#-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710803,SAMC1152979,['CRR710803.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637092,Env_0818,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710803/CRR710803.fq.gz'],['2f813496705ec277a0c20aa2c94f6cd8']
Env_0821,WWS-2#-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710804,SAMC1152980,['CRR710804.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637093,Env_0821,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710804/CRR710804.fq.gz'],['22b0d293823db022843c0cc86c034261']
Env_0821,WWS-2#-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710805,SAMC1152980,['CRR710805.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637093,Env_0821,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710805/CRR710805.fq.gz'],['d0eeb3655944ff6500cf8cc36c14f6dc']
Env_0828,w-6-29-33,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710806,SAMC1152981,"['CRR710806_f1.fq.gz', 'CRR710806_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637094,Env_0828,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710806/CRR710806_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710806/CRR710806_r2.fq.gz']","['01d23bcfc7594c810f6457a8232dfada', 'aed42d09f8b18bdcc4158c12eb4c4377']"
Env_0828,w-6-29-33,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710807,SAMC1152981,"['CRR710807_f1.fq.gz', 'CRR710807_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637094,Env_0828,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710807/CRR710807_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710807/CRR710807_r2.fq.gz']","['3a3f69440bb0114de4e7013e90a4be52', '731f7bf22cbce706be221ee7096144ab']"
Env_0828,w-6-29-33,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR711160,SAMC1152981,['CRR711160.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637255,Env_0828_SE,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR711160/CRR711160.fq.gz'],['9b447f6fbf655c9c3c1c642d47dbb0ac']
Env_0829,w-zong-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710808,SAMC1152982,['CRR710808.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637095,Env_0829,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710808/CRR710808.fq.gz'],['9d4c455bf02a9451a2ac6e7577f6a9ad']
Env_0829,w-zong-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710809,SAMC1152982,['CRR710809.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637095,Env_0829,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710809/CRR710809.fq.gz'],['d63f35091907493f359acf42dc3dd6e8']
Env_0830,wws-1#-0,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710810,SAMC1152983,"['CRR710810_f1.fq.gz', 'CRR710810_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637096,Env_0830,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710810/CRR710810_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710810/CRR710810_r2.fq.gz']","['e2755e0b16e63ea3b4bd100d286555e5', '4ba2bc4d11f017035da4245b02159796']"
Env_0830,wws-1#-0,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR710811,SAMC1152983,"['CRR710811_f1.fq.gz', 'CRR710811_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637096,Env_0830,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710811/CRR710811_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710811/CRR710811_r2.fq.gz']","['bf7b9e5ab2e9b8b851a3f5e62496e150', '255b05e844e95d57bccefa53ab0452c6']"
Env_0830,wws-1#-0,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-15,CRR711161,SAMC1152983,['CRR711161.fq.gz'],West Wine of HSM (Sewers or sewerage wells),CRX637256,Env_0830_SE,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR711161/CRR711161.fq.gz'],['647a12f5164ce3b75dd7558de514ab6b']
Env_0101,A101,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710812,SAMC1152984,"['CRR710812_f1.fq.gz', 'CRR710812_r2.fq.gz']",West Wine of HSM,CRX637097,Env_0101,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710812/CRR710812_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710812/CRR710812_r2.fq.gz']","['35d08034d108aba0935226b2cba43970', 'acd692a8c638aeb34d30df98b614c726']"
Env_0101,A101,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710813,SAMC1152984,"['CRR710813_f1.fq.gz', 'CRR710813_r2.fq.gz']",West Wine of HSM,CRX637097,Env_0101,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710813/CRR710813_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710813/CRR710813_r2.fq.gz']","['123b21f9136ecd413d53a656a58216b3', 'cf59e7adc403f239b065c66742750326']"
Env_0101,A101,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710814,SAMC1152984,"['CRR710814_f1.fq.gz', 'CRR710814_r2.fq.gz']",West Wine of HSM,CRX637097,Env_0101,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710814/CRR710814_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710814/CRR710814_r2.fq.gz']","['48fecaaef7ec017bdcd2dd1313fce9da', '20186a4de682a5ee316a9c5d8ec08336']"
Env_0101,A101,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710815,SAMC1152984,"['CRR710815_f1.fq.gz', 'CRR710815_r2.fq.gz']",West Wine of HSM,CRX637097,Env_0101,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710815/CRR710815_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710815/CRR710815_r2.fq.gz']","['a5a414b962870f535d6e3779aae76d10', '8b5cce04c6164f14e9263cd7eef7ae2d']"
Env_0014,A14,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710816,SAMC1152985,"['CRR710816_f1.fq.gz', 'CRR710816_r2.fq.gz']",West Wine of HSM,CRX637098,Env_0014,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710816/CRR710816_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710816/CRR710816_r2.fq.gz']","['7c59c6e79da683868561de190458c3d9', '2d63f74e54dc05e262285b5acf101f30']"
Env_0014,A14,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710817,SAMC1152985,"['CRR710817_f1.fq.gz', 'CRR710817_r2.fq.gz']",West Wine of HSM,CRX637098,Env_0014,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710817/CRR710817_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710817/CRR710817_r2.fq.gz']","['e1a782d304e853883f72e0e55a80d6fc', '6ddef76a352b0f6345e133b87ef52c84']"
Env_0014,A14,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710818,SAMC1152985,"['CRR710818_f1.fq.gz', 'CRR710818_r2.fq.gz']",West Wine of HSM,CRX637098,Env_0014,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710818/CRR710818_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710818/CRR710818_r2.fq.gz']","['bb553f5a42eb5af83ae35c7d23a46e1a', '26c7d03ae4cfc7fa5c4a596be6a94c15']"
Env_0014,A14,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710819,SAMC1152985,"['CRR710819_f1.fq.gz', 'CRR710819_r2.fq.gz']",West Wine of HSM,CRX637098,Env_0014,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710819/CRR710819_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710819/CRR710819_r2.fq.gz']","['44b08c90b867491768163f74926ba8ef', '712f709af4b985963714a1e9d42bac42']"
Env_0015,A15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710820,SAMC1152986,"['CRR710820_f1.fq.gz', 'CRR710820_r2.fq.gz']",West Wine of HSM,CRX637099,Env_0015,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710820/CRR710820_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710820/CRR710820_r2.fq.gz']","['2c6b37e931417ed65b3d6bf5a826c278', 'c88bbaad688a51d3202c876f11287797']"
Env_0015,A15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710821,SAMC1152986,"['CRR710821_f1.fq.gz', 'CRR710821_r2.fq.gz']",West Wine of HSM,CRX637099,Env_0015,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710821/CRR710821_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710821/CRR710821_r2.fq.gz']","['461536428a4379a6a6556eedd98a0ba6', '7ac7195850d07ec99b783f9fdd4b5968']"
Env_0015,A15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710822,SAMC1152986,"['CRR710822_f1.fq.gz', 'CRR710822_r2.fq.gz']",West Wine of HSM,CRX637099,Env_0015,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710822/CRR710822_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710822/CRR710822_r2.fq.gz']","['8999599e2c9836d368592c2d228b544d', 'c3292c01b7abcff1e5133f07c3aade9a']"
Env_0015,A15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710823,SAMC1152986,"['CRR710823_f1.fq.gz', 'CRR710823_r2.fq.gz']",West Wine of HSM,CRX637099,Env_0015,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710823/CRR710823_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710823/CRR710823_r2.fq.gz']","['765714349a824dc96ab201361c88ceed', 'edcb6e0ea46f9bf4774a6ffd955f031f']"
Env_0018,A18,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710824,SAMC1152987,"['CRR710824_f1.fq.gz', 'CRR710824_r2.fq.gz']",West Wine of HSM,CRX637100,Env_0018,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710824/CRR710824_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710824/CRR710824_r2.fq.gz']","['15163cd6ff43bfe176f1c91ca384a378', 'c17ec9daab9fe80f90374e9f7874ed3c']"
Env_0018,A18,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710825,SAMC1152987,"['CRR710825_f1.fq.gz', 'CRR710825_r2.fq.gz']",West Wine of HSM,CRX637100,Env_0018,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710825/CRR710825_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710825/CRR710825_r2.fq.gz']","['86ddf0b9afc6c68f26b641a4ba1f0a6e', 'd8f1f1b8803e3c7a7fcc6a8a011c1832']"
Env_0018,A18,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710826,SAMC1152987,"['CRR710826_f1.fq.gz', 'CRR710826_r2.fq.gz']",West Wine of HSM,CRX637100,Env_0018,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710826/CRR710826_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710826/CRR710826_r2.fq.gz']","['b450c9152e7117fc959acaa51d7a7135', 'e4974ff71927a63aa3436ff478be830b']"
Env_0018,A18,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710827,SAMC1152987,"['CRR710827_f1.fq.gz', 'CRR710827_r2.fq.gz']",West Wine of HSM,CRX637100,Env_0018,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710827/CRR710827_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710827/CRR710827_r2.fq.gz']","['85f938ea2a8b414d1bd37e38ed9aaf1d', 'f486dbbcef16d0b48c885b5be2df1138']"
Env_0002,A2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710828,SAMC1152988,"['CRR710828_f1.fq.gz', 'CRR710828_r2.fq.gz']",West Wine of HSM,CRX637101,Env_0002,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710828/CRR710828_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710828/CRR710828_r2.fq.gz']","['11cb133997c1d09b827bcf6e3e1ed64e', '96a8027aa6cec8fb983b81aa3da1f522']"
Env_0002,A2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710829,SAMC1152988,"['CRR710829_f1.fq.gz', 'CRR710829_r2.fq.gz']",West Wine of HSM,CRX637101,Env_0002,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710829/CRR710829_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710829/CRR710829_r2.fq.gz']","['593813fe08091dc3272f8e343effc384', '7261cd2cf002dce67146459f9d4c985e']"
Env_0002,A2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710830,SAMC1152988,"['CRR710830_f1.fq.gz', 'CRR710830_r2.fq.gz']",West Wine of HSM,CRX637101,Env_0002,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710830/CRR710830_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710830/CRR710830_r2.fq.gz']","['1de55c7e5f7bd84fc06c445990b51a62', 'eea25cd4e6e0ff85a66695810a84f05d']"
Env_0002,A2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710831,SAMC1152988,"['CRR710831_f1.fq.gz', 'CRR710831_r2.fq.gz']",West Wine of HSM,CRX637101,Env_0002,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710831/CRR710831_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710831/CRR710831_r2.fq.gz']","['5ccead8844918e49117159fe591a91ba', '7c6c392f30862d177b71660ede438d4f']"
Env_0020,A20,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0020_seq01),2020-01-01,CRR710832,SAMC1152989,"['CRR710832_f1.fq.gz', 'CRR710832_r2.fq.gz']",West Wine of HSM,CRX637102,Env_0020,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710832/CRR710832_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710832/CRR710832_r2.fq.gz']","['6564ed1e065ab5a9c6f64c4d16a33e10', '1ca78ff550e3338af887f9a0406eae70']"
Env_0020,A20,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0020_seq01),2020-01-01,CRR710833,SAMC1152989,"['CRR710833_f1.fq.gz', 'CRR710833_r2.fq.gz']",West Wine of HSM,CRX637102,Env_0020,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710833/CRR710833_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710833/CRR710833_r2.fq.gz']","['0d6daef1b5d43ec72f520eb0cfeeb5ce', '9b44666c4439d7f90e5b9a2581fa34bc']"
Env_0020,A20,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0020_seq01),2020-01-01,CRR710834,SAMC1152989,"['CRR710834_f1.fq.gz', 'CRR710834_r2.fq.gz']",West Wine of HSM,CRX637102,Env_0020,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710834/CRR710834_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710834/CRR710834_r2.fq.gz']","['c27f4fb1072c857e5e8f38d9b8ed579c', '0bee98662e74b2f4caacfdeca6c770b9']"
Env_0020,A20,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0020_seq01),2020-01-01,CRR710835,SAMC1152989,"['CRR710835_f1.fq.gz', 'CRR710835_r2.fq.gz']",West Wine of HSM,CRX637102,Env_0020,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710835/CRR710835_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710835/CRR710835_r2.fq.gz']","['e8ca467ac20bc4fa7b06b65b0a2d39d6', 'df69803d02ee3be4e4c132684b456ac5']"
Env_0020,A20,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0020_seq01),2020-01-01,CRR711143,SAMC1152989,"['CRR711143_f1.fq.gz', 'CRR711143_r2.fq.gz']",West Wine of HSM,CRX637244,Env_0020_seq01,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for viral whole-genome assembly (Env_0020_seq01),WGS,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711143/CRR711143_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711143/CRR711143_r2.fq.gz']","['d119417335489012aaec9233595e6fcc', 'c8505b12731cf1cc76e599702c2a95ca']"
Env_0033,A33,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710836,SAMC1152990,"['CRR710836_f1.fq.gz', 'CRR710836_r2.fq.gz']",West Wine of HSM,CRX637103,Env_0033,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710836/CRR710836_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710836/CRR710836_r2.fq.gz']","['e53a6e15ce34df3ade9f68d33851ac04', 'e56fc4c12f81768da81c3277ef36596c']"
Env_0033,A33,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-01,CRR710837,SAMC1152990,"['CRR710837_f1.fq.gz', 'CRR710837_r2.fq.gz']",West Wine of HSM,CRX637103,Env_0033,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR710837/CRR710837_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR710837/CRR710837_r2.fq.gz']","['e369205963f05d8865564d0bd7540f30', '5036740a901a70c938603441e0d9f9f4']"
